,mnth,weathersit,windspeed,temp,hum,log_cnt
483,4,2,0.129975,0.376667,0.489583,8.347590407030058
484,4,1,0.116908,0.458333,0.587083,8.748939631537715
485,4,2,0.171638,0.464167,0.57,8.625509334899697
486,5,2,0.156096,0.613333,0.659583,8.655214489313613
487,5,1,0.138058,0.564167,0.797083,8.72729202920964
488,5,2,0.133696,0.56,0.768333,8.76732914779405
489,5,1,0.162938,0.6275,0.735417,8.74766979009724
490,5,2,0.152992,0.621667,0.756667,8.836809882398365
491,5,2,0.149879,0.5625,0.74,8.757626411267408
492,5,2,0.230721,0.5375,0.664167,8.744009988096744
493,5,2,0.296029,0.581667,0.685833,8.653121708640482
494,5,2,0.216412,0.575,0.744167,8.458928283284262
495,5,1,0.314063,0.505833,0.552083,8.790573479157159
496,5,1,0.236937,0.533333,0.360417,8.857941984804711
497,5,1,0.123133,0.564167,0.480417,8.913146539151807
498,5,1,0.225117,0.6125,0.57625,8.718990524710849
499,5,2,0.212692,0.573333,0.789583,7.952615111651
500,5,2,0.147392,0.611667,0.794583,8.539932678385727
501,5,1,0.122512,0.636667,0.697917,8.912473274466036
502,5,1,0.229475,0.593333,0.52,8.907070776182689
503,5,1,0.136817,0.564167,0.523333,8.94102198354136
504,5,1,0.083975,0.6,0.45625,9.023287640806327
505,5,1,0.254367,0.620833,0.530417,8.871926251117628
506,5,2,0.233204,0.598333,0.81125,8.379997952238393
507,5,2,0.118167,0.615,0.765833,8.711607995897575
508,5,2,0.102,0.621667,0.774583,8.567886305731756
509,5,1,0.172896,0.655,0.716667,8.820256365906321
510,5,1,0.14055,0.68,0.747083,8.814924599721019
511,5,1,0.198992,0.6925,0.7325,8.785080636539838
512,5,1,0.215171,0.69,0.697083,8.79346036105272
513,5,1,0.196521,0.7125,0.67625,8.706655856361559
514,5,1,0.2954,0.7225,0.684583,8.655737000864297
515,5,2,0.134329,0.656667,0.67,8.832733591996416
516,5,1,0.195279,0.68,0.492917,8.900821604915228
517,6,2,0.237563,0.654167,0.755417,8.325306029752582
518,6,1,0.186562,0.583333,0.549167,9.002085433155724
519,6,1,0.184087,0.6025,0.493333,8.941283763647567
520,6,1,0.284833,0.5975,0.487083,8.853379672927634
521,6,2,0.209575,0.540833,0.613333,8.853808274977197
522,6,1,0.077125,0.554167,0.61125,8.861491864286915
523,6,1,0.15735,0.6025,0.567083,8.921857979353632
524,6,1,0.175383,0.649167,0.467917,8.95364003713313
525,6,1,0.144287,0.710833,0.437083,8.922391597295857
526,6,1,0.133721,0.726667,0.538333,8.794521851788527
527,6,2,0.207713,0.720833,0.587917,8.804475183846678
528,6,2,0.214546,0.653333,0.833333,8.511577452630602
529,6,1,0.343279,0.655833,0.582083,8.912069097970134
530,6,1,0.253733,0.648333,0.569583,8.904222737368716
531,6,1,0.176617,0.639167,0.589583,8.944419791305915
532,6,1,0.166667,0.631667,0.504167,8.949235314374855
533,6,1,0.144904,0.5925,0.59875,8.85051762174672
534,6,2,0.174746,0.568333,0.777917,8.536799721055155
535,6,1,0.148017,0.688333,0.69,8.82834762005316
536,6,1,0.113812,0.7825,0.592083,8.734077192559303
537,6,1,0.118787,0.805833,0.567917,8.683554728631462
538,6,1,0.182842,0.7775,0.57375,8.66957087183712
539,6,1,0.179721,0.731667,0.534583,8.917042560738766
540,6,1,0.145525,0.743333,0.479167,8.837971491357209
541,6,1,0.300383,0.715833,0.504167,8.821584877430965
542,6,1,0.347642,0.630833,0.373333,8.914894908906568
543,6,1,0.271775,0.6975,0.36,8.900412690577083
544,6,1,0.17165,0.749167,0.4225,8.836228571526014
545,6,1,0.165417,0.834167,0.48875,8.605753368395717
546,6,1,0.161071,0.765,0.60125,8.645938147306799
547,7,1,0.168529,0.815833,0.51875,8.618123909994678
548,7,1,0.195267,0.781667,0.447083,8.736649954872451
549,7,1,0.126237,0.780833,0.492083,8.803874763534434
550,7,1,0.13495,0.789167,0.53875,8.909640602443098
551,7,1,0.194029,0.8275,0.457917,8.738895704934043
552,7,1,0.146142,0.828333,0.450833,8.733432966413652
553,7,1,0.163554,0.861667,0.492083,8.484669999710677
554,7,1,0.125629,0.8225,0.57375,8.449342524508063
555,7,2,0.180975,0.710833,0.683333,8.790116892892472
556,7,2,0.151737,0.720833,0.6675,8.746716349694486
557,7,1,0.151733,0.716667,0.633333,8.890685920281129
558,7,1,0.146775,0.715833,0.529583,8.915432254432663
559,7,2,0.08085,0.731667,0.485833,8.92252495730139
560,7,2,0.143679,0.703333,0.699167,8.84922702143852
561,7,1,0.166667,0.745833,0.717917,8.704668113450987
562,7,1,0.164187,0.763333,0.645,8.829079952564836
563,7,1,0.114429,0.818333,0.505833,8.822616945344176
564,7,1,0.137442,0.793333,0.577083,8.650499558724462
565,7,1,0.165429,0.77,0.600417,8.79346036105272
566,7,2,0.208967,0.665833,0.844167,8.677609912822142
567,7,3,0.2133,0.595833,0.865417,8.402679804627477
568,7,2,0.0939208,0.6675,0.7625,8.910585718290132
569,7,1,0.138683,0.741667,0.694167,8.848796450925947
570,7,1,0.211454,0.750833,0.655,8.934850340289763
571,7,1,0.1648,0.724167,0.45,9.00859131751613
572,7,1,0.284813,0.776667,0.596667,8.833608482690892
573,7,1,0.152992,0.781667,0.594583,8.839856232763264
574,7,1,0.15735,0.755833,0.613333,8.807621489536043
575,7,1,0.170396,0.721667,0.62375,8.794370279222871
576,7,1,0.153617,0.730833,0.66875,8.868554040531201
577,7,1,0.165425,0.713333,0.704167,8.88405606174246
578,8,1,0.141179,0.7175,0.6775,8.933268478636418
579,8,1,0.129354,0.7525,0.659583,8.890272839380247
580,8,2,0.215792,0.765833,0.6425,8.878358040627822
581,8,1,0.257458,0.793333,0.613333,8.828201089171515
582,8,1,0.290421,0.769167,0.6525,8.605936401250625
583,8,2,0.129354,0.7525,0.654167,8.85552084853691
584,8,2,0.116908,0.735833,0.70375,8.89192414015454
585,8,2,0.1107,0.75,0.672917,8.927181388251986
586,8,1,0.1561,0.755833,0.620417,8.89370997756851
587,8,2,0.238813,0.715833,0.715833,8.66319648553608
588,8,2,0.206479,0.6925,0.732917,8.74814616962193
589,8,1,0.122512,0.700833,0.530417,8.786303878282583
590,8,1,0.136212,0.720833,0.545417,8.836809882398365
591,8,1,0.169158,0.726667,0.686667,8.822322177471738
592,8,1,0.169771,0.706667,0.619583,8.902047345620277
593,8,1,0.141796,0.719167,0.519167,8.936561204693394
594,8,1,0.231354,0.723333,0.570833,8.87458787627932
595,8,1,0.177867,0.678333,0.603333,8.970177815492379
596,8,2,0.08645,0.635833,0.711667,8.422662707570003
597,8,2,0.129979,0.635833,0.734167,8.784162222270476
598,8,1,0.0727708,0.649167,0.67375,8.854522203757432
599,8,1,0.0702833,0.6675,0.677083,8.905851181208021
600,8,1,0.0845958,0.695833,0.635833,8.957381735582787
601,8,2,0.0721458,0.7025,0.615,8.93353229607628
602,8,2,0.244408,0.661667,0.712917,8.708309295891688
603,8,2,0.228858,0.653333,0.845833,8.566935283311052
604,8,1,0.128733,0.703333,0.730417,8.841737428600585
605,8,1,0.190925,0.728333,0.62,8.859363449152088
606,8,1,0.112562,0.685,0.552083,8.948585921534317
607,8,1,0.0771167,0.706667,0.590417,8.950662495933999
608,8,1,0.168533,0.764167,0.5875,8.902455592206882
609,9,2,0.113187,0.753333,0.638333,8.722580021141189
610,9,2,0.0640708,0.696667,0.815,8.667335849845957
611,9,1,0.151121,0.7075,0.790833,8.705165419719007
612,9,1,0.236321,0.725833,0.755,8.834045641167798
613,9,1,0.187808,0.736667,0.74125,8.86953877719374
614,9,2,0.142421,0.696667,0.810417,8.732788324973118
615,9,1,0.171646,0.703333,0.73625,8.92319149068606
616,9,2,0.281104,0.659167,0.799167,8.695506726812653
617,9,1,0.224496,0.61,0.5475,9.01517670716893
618,9,1,0.258713,0.583333,0.50375,8.925986089617076
619,9,1,0.0920542,0.5775,0.52,8.957639268419648
620,9,1,0.131846,0.599167,0.577083,8.970813341411448
621,9,1,0.0827208,0.6125,0.637083,8.962391701743002
622,9,1,0.103863,0.633333,0.6725,8.988321188323683
623,9,1,0.247521,0.608333,0.501667,9.072686206677387
624,9,1,0.0901833,0.58,0.57,8.9001399880938
625,9,2,0.151742,0.580833,0.734583,8.834773814213882
626,9,2,0.357587,0.623333,0.8725,8.312135107648412
627,9,1,0.215175,0.5525,0.536667,8.934718614016768
628,9,1,0.118167,0.546667,0.618333,8.951569643018821
629,9,1,0.154229,0.599167,0.66875,9.007856923358275
630,9,1,0.283583,0.65,0.646667,9.035391569511642
631,9,1,0.223258,0.529167,0.467083,8.975503722070927
632,9,1,0.142404,0.514167,0.492917,8.914088348841334
633,9,1,0.236321,0.55,0.57,8.92771217382708
634,9,1,0.2444,0.635,0.630833,8.953252164609035
635,9,2,0.134342,0.65,0.690833,8.9082888855571
636,9,2,0.164179,0.619167,0.69,8.911260254572033
637,9,1,0.227604,0.5425,0.542917,9.054271186326293
638,9,1,0.134958,0.526667,0.583333,8.837681215593197
639,10,2,0.0908042,0.520833,0.649167,8.821437352166997
640,10,3,0.104475,0.590833,0.871667,8.442254104751743
641,10,2,0.0665458,0.6575,0.79375,8.932212512329214
642,10,2,0.117546,0.6575,0.722917,8.899457906353966
643,10,1,0.10635,0.615,0.6275,9.006509131694346
644,10,1,0.268025,0.554167,0.664167,8.98281222234415
645,10,2,0.141162,0.415833,0.708333,8.163371316459912
646,10,2,0.189679,0.383333,0.709583,8.608495349823023
647,10,2,0.1903,0.446667,0.761667,8.76280248744611
648,10,1,0.187821,0.514167,0.630833,8.947806093057054
649,10,1,0.181596,0.435,0.463333,8.931948346431495
650,10,1,0.235092,0.4375,0.539167,8.893160828735379
651,10,1,0.146142,0.393333,0.494583,8.869116865929483
652,10,1,0.278612,0.521667,0.640417,8.80071662871916
653,10,2,0.296037,0.561667,0.7075,8.67846133901236
654,10,1,0.182221,0.468333,0.558333,8.927181388251986
655,10,1,0.101371,0.455833,0.692917,8.917444732471514
656,10,2,0.236937,0.5225,0.728333,8.923857580099885
657,10,2,0.134954,0.563333,0.815,8.598588829620232
658,10,1,0.117537,0.484167,0.572917,8.998384010052538
659,10,1,0.166054,0.464167,0.51,8.828201089171515
660,10,1,0.0814833,0.4875,0.568333,8.861917004235215
661,10,1,0.0945458,0.544167,0.641667,8.91811465947453
662,10,1,0.0727792,0.5875,0.63625,8.948066103458935
663,10,2,0.124375,0.55,0.800417,8.903679332926599
664,10,2,0.132467,0.545833,0.807083,8.915163617762142
665,10,2,0.235692,0.53,0.72,8.968523555396352
666,10,2,0.398008,0.4775,0.694583,8.402679804627477
667,10,3,0.3582,0.44,0.88,3.091042453358316
668,10,2,0.213009,0.318182,0.825455,6.999422467507961
669,10,2,0.166667,0.3575,0.666667,8.624431942085836
670,11,2,0.157346,0.365833,0.581667,8.697178688412643
671,11,1,0.266175,0.355,0.522083,8.67368398817567
672,11,2,0.270529,0.343333,0.49125,8.544419177669829
673,11,1,0.179108,0.325833,0.532917,8.538367426647644
674,11,1,0.236325,0.319167,0.494167,8.567696173589344
675,11,1,0.173513,0.280833,0.567083,8.645762292210945
676,11,2,0.304108,0.295833,0.5475,8.524168805152662
677,11,1,0.347835,0.352174,0.333478,8.57828829077605
678,11,1,0.214558,0.361667,0.540833,8.698180525197055
679,11,1,0.0578458,0.389167,0.645417,8.785080636539838
680,11,1,0.1275,0.420833,0.659167,8.832295859444011
681,11,1,0.173517,0.485,0.741667,8.743372131273969
682,11,2,0.342046,0.343333,0.662917,8.317277766221235
683,11,1,0.199625,0.289167,0.552083,8.611593866837723
684,11,2,0.152987,0.321667,0.620417,8.602453035367061
685,11,1,0.171025,0.345,0.524583,8.647870515057853
686,11,1,0.179729,0.325,0.545417,8.635687085464026
687,11,1,0.227612,0.3425,0.692917,8.448700194970938
688,11,2,0.235067,0.380833,0.623333,8.612321536507814
689,11,2,0.082725,0.374167,0.685,8.636574948436317
690,11,1,0.103246,0.353333,0.61375,8.545974992841689
691,11,1,0.0528708,0.34,0.580417,7.793586803371584
692,11,1,0.148021,0.368333,0.56875,8.271292652979412
693,11,1,0.376871,0.278333,0.404583,7.7306140660637395
694,11,1,0.1505,0.245833,0.468333,7.793174347189205
695,11,1,0.04665,0.313333,0.535417,8.534443544822764
696,11,2,0.237562,0.291667,0.786667,8.28374674710613
697,11,1,0.210821,0.296667,0.50625,8.567886305731756
698,11,1,0.115522,0.28087,0.555652,8.579792333172758
699,11,1,0.0584708,0.298333,0.649583,8.64259160081057
700,12,2,0.0597042,0.298333,0.806667,8.55468163582723
